compound_name,CID,CanonicalSMILES,IsomericSMILES,SMILES,ConnectivitySMILES,selected_smiles_type,selected_smiles,MolecularFormula,MolecularWeight,IUPACName,rdkit_valid,rdkit_num_atoms,rdkit_mol_weight
Artesunate,6917864,,,C[C@@H]1CC[C@H]2[C@H]([C@@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)OC(=O)CCC(=O)O)C,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC(=O)CCC(=O)O)C,SMILES,C[C@@H]1CC[C@H]2[C@H]([C@@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)OC(=O)CCC(=O)O)C,C19H28O8,384.4,"4-oxo-4-[[(1R,4S,5R,8S,9R,10S,12R,13R)-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecan-10-yl]oxy]butanoic acid",True,27,384.4250000000001
